Sample	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
AS_C_L3_M_S_S1_L004_R2_PE	29.0	172.0	32.0	1026.0	26.0	34.0	36.0	64.0	50.0	14358.0	2319.0	2702.0	3673.0	4694.0	5661.0	6162.0	14190.0	7353.0	8146.0	9256.0	10030.0	12827.0	16435.0	19231.0	19596.0	27625.0	30055.0	36543.0	48371.0	71627.0	113143.0	271363.0	45334746.0
AS_C_L3_M_S_S2_L002_R1_PE	13.0	1533.0	17.0	19.0	24.0	17.0	25.0	38.0	28.0	1001.0	514.0	763.0	1120.0	1736.0	2217.0	2753.0	3513.0	4321.0	5574.0	5891.0	6671.0	8389.0	10393.0	11503.0	11939.0	16130.0	17873.0	22142.0	27524.0	42926.0	63843.0	145619.0	44657315.0
AS_C_L3_M_S_S2_L002_R2_PE	1022.0	421.0	1298.0	575.0	33.0	18.0	35.0	23.0	604.0	10340.0	1546.0	2014.0	2754.0	3211.0	3957.0	6919.0	4108.0	4779.0	5548.0	5882.0	14044.0	7896.0	10076.0	10429.0	10657.0	11937.0	16058.0	19211.0	24685.0	35616.0	61089.0	140320.0	44656279.0
AS_C_L3_M_S_S3_L002_R1_PE	24.0	1410.0	16.0	15.0	27.0	32.0	44.0	46.0	46.0	785.0	483.0	701.0	1017.0	1464.0	1963.0	2423.0	3055.0	3768.0	4943.0	4940.0	5677.0	7024.0	8815.0	9709.0	10182.0	14004.0	15841.0	19287.0	24631.0	37823.0	57278.0	140524.0	39653882.0
AS_C_L3_M_S_S3_L002_R2_PE	898.0	402.0	1176.0	473.0	25.0	38.0	41.0	57.0	544.0	10304.0	1476.0	1809.0	2459.0	2847.0	3583.0	6029.0	3602.0	4200.0	4900.0	5226.0	12234.0	7004.0	8952.0	9144.0	9441.0	10606.0	14404.0	17074.0	22125.0	33387.0	56667.0	134956.0	39645796.0
AS_C_L3_M_V_S1_L004_R1_PE	14.0	14.0	25.0	98.0	46.0	40.0	43.0	53.0	5205.0	1273.0	860.0	1151.0	1756.0	6772.0	3148.0	4461.0	5512.0	6834.0	8866.0	9330.0	12236.0	12939.0	16384.0	18855.0	19908.0	23428.0	33448.0	38352.0	50513.0	76166.0	119624.0	274123.0	49961788.0
AS_C_L3_M_V_S1_L004_R2_PE	18.0	172.0	31.0	1054.0	34.0	45.0	43.0	68.0	60.0	13775.0	2454.0	2992.0	3963.0	5052.0	6138.0	6761.0	14954.0	8243.0	8835.0	9860.0	10772.0	13955.0	17541.0	20478.0	21051.0	29705.0	32514.0	39283.0	52627.0	78962.0	128339.0	311550.0	49871936.0
AS_C_L3_M_V_S2_L002_R1_PE	23.0	1473.0	24.0	19.0	18.0	27.0	43.0	47.0	46.0	1376.0	827.0	1144.0	1641.0	2430.0	3221.0	4099.0	4969.0	5903.0	7452.0	8048.0	9260.0	11292.0	13684.0	15027.0	15636.0	20251.0	23455.0	28401.0	35067.0	52140.0	74786.0	164270.0	40812004.0
AS_C_L3_M_V_S2_L002_R2_PE	916.0	399.0	1174.0	506.0	14.0	21.0	42.0	42.0	631.0	21946.0	2702.0	3457.0	4460.0	5438.0	6610.0	8670.0	6277.0	6914.0	7956.0	8475.0	16058.0	11310.0	14029.0	13779.0	13941.0	16022.0	20361.0	23577.0	29939.0	42106.0	68489.0	148669.0	40813173.0
AS_C_L3_M_V_S3_L002_R1_PE	6.0	1406.0	17.0	21.0	40.0	33.0	26.0	51.0	67.0	995.0	520.0	782.0	1049.0	1546.0	2005.0	2469.0	3121.0	3627.0	4568.0	4756.0	5479.0	6578.0	8177.0	9394.0	9656.0	13472.0	15234.0	18407.0	23899.0	37041.0	55707.0	128566.0	39415492.0
